,0
TCP_seq,303067037911.07825
TCP_ack,290455857937.19324
BOOTP_xid,373183648.23047197
UDP_sport,19036060.6598638
TCP_chksum,4754583.359161742
IP_id,4674656.9433623
UDP_chksum,4507933.240451638
TCP_sport,3427073.6025279923
TCP_dport,2690859.3212744007
dport_bare,2336497.5502640526
sport_bare,1580699.0280206953
TCP_window,1323791.7981737575
IP_ttl,41861.82247421192
DNS_id,41002.72150146664
UDP_len,35662.60384483442
UDP_dport,17258.256157584412
ICMP_chksum,13103.800655353956
ICMP_id,7273.120001893234
Ether_type,1759.7923978104452
IP_len,1299.4116684668131
pck_size,1280.490360910514
IP_proto,1124.6033498470601
TCP_dataofs,1037.4004296227379
IP_tos,767.6826969818468
payload_bytes,634.871769722089
TCP_flags,325.48668409999755
entropy,286.5571733090639
LLC_ctrl,280.0010558504726
IP_DF,189.1248563234383
dport_class,157.42306550078177
TCP_options,145.2073079764752
TCP_ACK,131.63380997602843
EAPOL_len,100.65561843968005
DNS_ancount,92.53392695344407
sport_class,57.9619442113853
IP_flags,53.89342784183708
DNS_qr,48.18139667505133
DNS_aa,47.295341918929125
TCP_PSH,42.32806690585223
TCP_SYN,19.284156712749443
TCP_FIN,14.643206055557656
DNS_rd,5.692709097054042
ICMP_type,3.8400298079310256
EAPOL_type,3.241657065499081
TCP_RST,3.241242031777813
LLC_ssap,1.6001284036515677
BOOTP_hlen,1.45362809893799
DHCP_options,1.2324459456366699
DNS_qdcount,1.0809425144120093
EAPOL_version,0.9611090165192907
DNS_arcount,0.7600358987909959
ICMP_seq,0.4401146386842356
BOOTP_htype,0.24395315897431202
BOOTP_file,0.24342052707775444
BOOTP_sname,0.24262221111107646
BOOTP_options,0.24244298094728353
ICMP_code,0.24001741417485153
BOOTP_secs,0.2005790890589782
DNS_nscount,0.11784293967250406
Protocol,0.09839433865983942
BOOTP_op,0.05358787101407482
IP_ihl,0.0032980413484472544
DNS_ra,0.0028041602763804185
DNS_opcode,0.0024458302591509606
IP_version,0.0022358824138282987
IP_options,0.0020722736833340125
BOOTP_flags,0.0014715299513799686
ICMP_reserved,0.0011583862739584783
DNS_ad,0.0007726659877180797
DNS_tc,0.0005226623344803949
BOOTP_hops,0.00047403873809026553
DNS_z,0.0003801327022068812
TCP_urgptr,0.0001436476877375581
DNS_rcode,0.00013053555941866524
TCP_CWR,0.00012432432473258315
IP_Z,6.277733593051948e-05
DNS_cd,4.976049067573207e-05
ICMP_length,0.0
TCP_reserved,0.0
ICMP_ptr,0.0
ICMP_ts_tx,0.0
ICMP_ts_rx,0.0
ICMP_ts_ori,0.0
TCP_URG,0.0
IP_frag,0.0
IP_MF,0.0
TCP_ECE,0.0
DNS_length,0.0
LLC_dsap,0.0
ICMP_nexthopmtu,0.0
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
