,0
TCP_seq,162275041340.8422
BOOTP_xid,40220981646.60395
TCP_ack,17225195608.188015
UDP_dport,3509047.68909794
IP_id,2486637.175572862
UDP_sport,1973209.8487497915
TCP_sport,920247.5138409719
TCP_dport,661793.3560793127
TCP_window,553264.6368026405
TCP_chksum,487788.69851809664
UDP_chksum,183356.1902275115
Ether_type,141286.86857357156
DNS_id,36255.96761805999
dport_bare,19125.03097383598
IP_ttl,17202.23285352473
ICMP_chksum,16812.440200975474
ICMP_id,12056.240009828678
IP_len,11287.737079630237
payload_bytes,10835.670699215105
pck_size,10106.446124304775
EAPOL_len,2210.200955218262
UDP_len,508.6813351420452
IP_tos,349.12061368424077
sport_bare,257.98197154117025
TCP_dataofs,160.44257781799627
IP_DF,99.43220964850754
EAPOL_type,67.21872458822357
IP_proto,49.94311210030558
BOOTP_hlen,43.80531073015381
DNS_ancount,36.96414072523794
IP_flags,31.88741581424444
LLC_ctrl,28.000241952046718
EAPOL_version,21.461058388376994
DNS_nscount,18.00158819005358
TCP_flags,16.67148777207759
DHCP_options,13.131466463471645
TCP_ACK,10.537807960456934
TCP_options,10.487101285347618
dport_class,9.703130486024314
BOOTP_sname,7.303276151498336
BOOTP_htype,7.302711658683222
BOOTP_options,7.301503496487626
BOOTP_file,7.301287601400517
DNS_aa,6.682022665540552
DNS_qr,6.603131688790621
BOOTP_op,6.087659233655712
ICMP_type,4.600027285729272
DNS_rd,4.566416025468005
IP_ihl,2.212468206388541
DNS_qdcount,2.1257824779152483
TCP_FIN,2.0728863095519445
IP_options,1.6423973194682961
IP_version,1.624715291837719
TCP_SYN,1.5798649991273224
sport_class,1.4731636158321888
TCP_RST,1.2543280737840885
Protocol,1.1443128031086611
TCP_PSH,0.9940382304141021
ICMP_seq,0.4810143031377649
BOOTP_secs,0.4001318842727734
entropy,0.21836445800544788
LLC_ssap,0.16006860502275072
DNS_arcount,0.16000150076745695
BOOTP_flags,0.11565486883469973
ICMP_code,0.04040653729898531
IP_frag,0.002512701797308059
ICMP_ts_rx,0.0022633301249219695
IP_Z,0.002086069407083835
DNS_rcode,0.0018823624320943866
TCP_CWR,0.0018413204526949722
TCP_urgptr,0.0011660866479915044
ICMP_ts_tx,0.0008482548011312097
IP_MF,0.0008006811041149087
DNS_tc,0.0007873457020060037
LLC_dsap,0.0007266713201807273
ICMP_reserved,0.0005287740058181889
ICMP_ptr,0.0003731111029902645
ICMP_ts_ori,0.0
BOOTP_hops,0.0
DNS_ad,0.0
DNS_z,0.0
DNS_ra,0.0
ICMP_length,0.0
ICMP_nexthopmtu,0.0
DNS_opcode,0.0
TCP_reserved,0.0
DNS_length,0.0
TCP_URG,0.0
TCP_ECE,0.0
DNS_cd,0.0
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
