,0
BOOTP_xid,35592787774.18077
TCP_ack,6741786489.680337
TCP_seq,6293071323.693561
TCP_dport,3498217.9045165465
TCP_sport,3337454.0348378285
dport_bare,3046491.0481142146
IP_id,2028408.1394725111
sport_bare,1997068.9903020621
UDP_sport,408811.29388158175
DNS_id,298911.91653746506
TCP_chksum,105062.93027684558
UDP_chksum,100175.5969889932
TCP_window,96138.9539478548
UDP_dport,79710.96041530106
Ether_type,23352.908425838603
payload_bytes,10557.337121334367
pck_size,9138.64068861993
IP_len,8915.804708017038
ICMP_chksum,5695.800003056548
ICMP_id,2376.640000484053
UDP_len,1720.0846612726018
IP_ttl,923.2081519611887
IP_tos,274.5614884792431
EAPOL_len,131.88009331610942
dport_class,61.412109575481836
entropy,47.75992703828372
BOOTP_hlen,35.02431288680672
LLC_ctrl,35.0000474096327
DNS_ancount,31.40167009035244
sport_class,21.498952051836937
BOOTP_secs,19.223977720816652
DHCP_options,18.975738784545047
IP_proto,16.106612881183903
DNS_nscount,15.880642732621675
TCP_PSH,15.200401150068235
Protocol,14.840441045674558
TCP_dataofs,11.285459917080818
IP_options,7.826704727871075
DNS_qdcount,7.708779107854845
TCP_flags,7.291256213500917
DNS_qr,6.043230081210001
DNS_aa,6.042289436534595
TCP_FIN,5.973082360124117
BOOTP_file,5.839966379447242
BOOTP_options,5.839753414891328
BOOTP_htype,5.837971454165582
BOOTP_sname,5.837919231659145
BOOTP_op,5.194696586315592
EAPOL_type,3.7207755528826865
TCP_ACK,1.9854203409214073
TCP_SYN,1.7776047883679809
TCP_RST,1.493353760652421
EAPOL_version,1.3609457080344665
ICMP_type,1.2800263246996124
TCP_options,1.1890399929410118
IP_DF,1.0841162217389342
DNS_arcount,0.7210499435227019
IP_ihl,0.6456345076370562
BOOTP_flags,0.6178421304555173
IP_version,0.30098268724513333
ICMP_seq,0.2800041603915716
LLC_ssap,0.20087108771015577
IP_flags,0.18678789318180827
DNS_rd,0.04871376912634509
IP_Z,0.002577482668050912
ICMP_nexthopmtu,0.0025339583276137723
TCP_URG,0.002231643773637715
DNS_ra,0.0020288376406170094
ICMP_ts_tx,0.001975498034911205
TCP_CWR,0.0016424758776697468
ICMP_length,0.0013736323621184043
ICMP_ts_ori,0.001135578918406488
DNS_rcode,0.0007063225554182484
TCP_reserved,0.00042262582493074463
DNS_opcode,0.0003976572244098753
IP_MF,0.00018001508333914673
DNS_cd,0.0
DNS_ad,0.0
DNS_z,0.0
IP_frag,0.0
DNS_tc,0.0
ICMP_code,0.0
BOOTP_hops,0.0
ICMP_ts_rx,0.0
ICMP_ptr,0.0
TCP_urgptr,0.0
ICMP_reserved,0.0
TCP_ECE,0.0
LLC_dsap,0.0
DNS_length,0.0
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
