,0
TCP_seq,10962533496.473013
BOOTP_xid,1684724603.9142108
TCP_ack,93495371.13825934
TCP_dport,2504142.142314122
dport_bare,2179138.2546143476
TCP_sport,1689325.9903036873
sport_bare,1285029.343121082
UDP_chksum,301785.58395204676
TCP_window,182898.9492048531
DNS_id,56450.87967910428
IP_id,48855.11128293802
Ether_type,14461.330171238104
ICMP_chksum,14311.760006856395
TCP_chksum,13339.36660860737
ICMP_id,9588.200355759305
UDP_dport,6845.470799732391
payload_bytes,6723.45658184798
pck_size,5949.5123047528405
IP_len,5755.074401266927
UDP_len,2294.1821401327734
UDP_sport,1547.086776517384
IP_ttl,1077.8663376151655
DNS_nscount,186.8638861806598
LLC_ctrl,155.61554319727506
DNS_ancount,146.84844777935643
dport_class,87.07629685715736
DNS_qdcount,80.36291352941709
EAPOL_len,56.59358754403388
TCP_dataofs,40.82786454893682
sport_class,38.545508155392234
IP_proto,15.104832338103785
TCP_PSH,10.090533155020834
DNS_qr,9.856054795995043
DNS_aa,9.387081162115756
TCP_SYN,9.354570250291818
entropy,9.247924160137865
TCP_FIN,5.466666129424525
BOOTP_hlen,5.427741163774075
ICMP_type,4.600271776899942
DNS_rd,3.331307702501089
DHCP_options,2.6727851459585588
Protocol,2.408073957963693
IP_tos,1.8086912464913134
EAPOL_type,1.5797429434200092
TCP_RST,1.516710733716893
TCP_flags,1.484273974729085
IP_DF,1.0228549456630773
TCP_options,0.9784693050436235
BOOTP_file,0.9057644365079822
BOOTP_sname,0.904646038851425
BOOTP_htype,0.9046444653691458
BOOTP_options,0.904639398166125
BOOTP_op,0.9004824792589503
LLC_ssap,0.889419830400543
DNS_arcount,0.8000605270610406
EAPOL_version,0.6646479085822783
IP_flags,0.4341405703893632
ICMP_seq,0.4000045531527977
TCP_ACK,0.3984896622204575
BOOTP_secs,0.3604515670674261
ICMP_code,0.28000070735276383
IP_ihl,0.12872720692852954
IP_options,0.0957171382734254
IP_version,0.09242671506875562
BOOTP_flags,0.015930085633445987
TCP_URG,0.0018276466017243531
DNS_ad,0.001715685418846924
IP_Z,0.0010790579063289507
DNS_rcode,0.0008145424417874136
TCP_ECE,0.0007829927537300052
BOOTP_hops,0.0007775117655655084
ICMP_nexthopmtu,0.0007698360550640881
ICMP_ptr,0.0006465062962430213
ICMP_reserved,0.0005907193565983238
DNS_opcode,0.0005516308621545951
ICMP_ts_tx,0.00046776896823519376
TCP_CWR,0.00040270470615266785
IP_MF,4.896485270111661e-05
DNS_tc,3.881038577696616e-05
DNS_cd,0.0
IP_frag,0.0
DNS_z,0.0
DNS_ra,0.0
ICMP_ts_ori,0.0
ICMP_ts_rx,0.0
DNS_length,0.0
ICMP_length,0.0
TCP_urgptr,0.0
TCP_reserved,0.0
LLC_dsap,0.0
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
