Dataset,T,CV,ML_algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time,Al-Time
iKettle2,0,1,DT,0.971830985915493,0.981132075471698,0.95,0.981132075471698,0.964068825910931,0.928210313447927,0.001072406768799,0.0,0.001072406768799,0
iKettle2,0,2,DT,0.971830985915493,0.949858757062147,0.949858757062147,0.949858757062147,0.949858757062147,0.899717514124294,0.002092361450195,0.000523090362549,0.002615451812744,0
iKettle2,0,3,DT,0.971428571428571,0.946070878274268,0.946070878274268,0.946070878274268,0.946070878274268,0.892141756548536,0.003026723861694,0.00099778175354,0.004024505615234,0
iKettle2,0,4,DT,0.985714285714286,0.961538461538462,0.991379310344828,0.961538461538462,0.975652173913044,0.951321279554937,0.002464294433594,0.001078367233276,0.00354266166687,0
iKettle2,0,5,DT,1.0,1.0,1.0,1.0,1.0,1.0,0.001993179321289,0.0,0.001993179321289,0
iKettle2,0,6,DT,1.0,1.0,1.0,1.0,1.0,1.0,0.002088785171509,0.0,0.002088785171509,0
iKettle2,0,7,DT,0.971428571428571,0.929435483870968,0.929435483870968,0.929435483870968,0.929435483870968,0.858870967741935,0.002078056335449,0.0,0.002078056335449,0
iKettle2,0,8,DT,0.971428571428571,0.946070878274268,0.946070878274268,0.946070878274268,0.946070878274268,0.892141756548536,0.002010583877563,0.0,0.002010583877563,0
iKettle2,0,9,DT,0.971428571428571,0.983606557377049,0.909090909090909,0.983606557377049,0.941666666666667,0.883527454242928,0.002084970474243,0.0,0.002084970474243,0
iKettle2,0,10,DT,0.942857142857143,0.9055330634278,0.9055330634278,0.9055330634278,0.9055330634278,0.811066126855601,0.00229549407959,0.000996351242065,0.003291845321655,0
