Dataset,T,CV,ML_algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time,Al-Time
HueBridge,0,1,DT,0.941666666666667,0.902799696665369,0.88690054334987,0.902799696665369,0.89457778402502,0.789182026261896,0.049732685089111,0.000998020172119,0.05073070526123,0
HueBridge,0,2,DT,0.926666666666667,0.854258768051872,0.832779623477298,0.854258768051872,0.843002925854564,0.686073059360731,0.047977209091187,0.0,0.047977209091187,0
HueBridge,0,3,DT,0.933333333333333,0.901776045050899,0.886458333333333,0.901776045050899,0.893825980782502,0.787685774946921,0.048161029815674,0.001007795333862,0.049168825149536,0
HueBridge,0,4,DT,0.933333333333333,0.898185227872087,0.875531973691483,0.898185227872087,0.886258080415537,0.772585138438797,0.045304298400879,0.0,0.045304298400879,0
HueBridge,0,5,DT,0.923333333333333,0.837555325360203,0.837555325360203,0.837555325360203,0.837555325360203,0.675110650720407,0.049774169921875,0.0,0.049774169921875,0
HueBridge,0,6,DT,0.923333333333333,0.855468965898414,0.882834976884462,0.855468965898414,0.868230081735544,0.736585924526141,0.048452377319336,0.0,0.048452377319336,0
HueBridge,0,7,DT,0.926666666666667,0.83888495157099,0.889421771785359,0.83888495157099,0.861239592969473,0.722852103804485,0.054141759872437,0.0,0.054141759872437,0
HueBridge,0,8,DT,0.94,0.888392857142857,0.888392857142857,0.888392857142857,0.888392857142857,0.776785714285714,0.048453330993652,0.001038789749146,0.049492120742798,0
HueBridge,0,9,DT,0.92,0.858649187802793,0.878952122854562,0.858649187802793,0.868266978922717,0.736611062335382,0.050391912460327,0.0,0.050391912460327,0
HueBridge,0,10,DT,0.93,0.874997519792059,0.874997519792059,0.874997519792059,0.874997519792059,0.749995039584119,0.051307678222656,0.0,0.051307678222656,0
