Dataset,T,CV,ML_algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time,Al-Time
HueSwitch,0,1,DT,0.945,0.885102178117904,0.902757316563689,0.885102178117904,0.89361187678321,0.787252331628487,0.040427923202515,0.0,0.040427923202515,0
HueSwitch,0,2,DT,0.95,0.913324865420674,0.906764023095696,0.913324865420674,0.91,0.820003599928001,0.034363985061646,0.001004219055176,0.035368204116821,0
HueSwitch,0,3,DT,0.935,0.902540226069638,0.895105974346663,0.902540226069638,0.898753456011838,0.797514796995604,0.033875942230225,0.0,0.033875942230225,0
HueSwitch,0,4,DT,0.95,0.918,0.905164392059553,0.918,0.911410347271439,0.822834645669291,0.035567760467529,0.001006126403809,0.036573886871338,0
HueSwitch,0,5,DT,0.941666666666667,0.900865800865801,0.897887861889848,0.900865800865801,0.89936697032284,0.798734905117884,0.033408403396606,0.000997304916382,0.034405708312988,0
HueSwitch,0,6,DT,0.96,0.917162698412698,0.931872646353988,0.917162698412698,0.924312505256076,0.848637739656912,0.035124063491821,0.0,0.035124063491821,0
HueSwitch,0,7,DT,0.941666666666667,0.888550135501355,0.909650985138594,0.888550135501355,0.898609012210372,0.797265987025023,0.03020191192627,0.0,0.03020191192627,0
HueSwitch,0,8,DT,0.946666666666667,0.881759313766714,0.910777305221247,0.881759313766714,0.895424836601307,0.790922554229462,0.035098314285278,0.0,0.035098314285278,0
HueSwitch,0,9,DT,0.931666666666667,0.887,0.872294372294372,0.887,0.879396984924623,0.758823529411765,0.033384561538696,0.001040935516357,0.034425497055054,0
HueSwitch,0,10,DT,0.933333333333333,0.867846944603084,0.860791826309068,0.867846944603084,0.86426567731427,0.728537495758398,0.034041881561279,0.000998020172119,0.035039901733398,0
