Dataset,T,CV,ML_algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time,Al-Time
WeMoSwitch,0,1,DT,0.963333333333333,0.931687210642496,0.938471001408758,0.931687210642496,0.935034254665722,0.870071067189007,0.040504455566406,0.001169681549072,0.041674137115479,0
WeMoSwitch,0,2,DT,0.961666666666667,0.930681174425192,0.934030238601465,0.930681174425192,0.932344650079667,0.864689963525121,0.032131195068359,0.0,0.032131195068359,0
WeMoSwitch,0,3,DT,0.968333333333333,0.956439547930726,0.932034632034632,0.956439547930726,0.943673384686078,0.88737403675163,0.033488988876343,0.001042366027832,0.034531354904175,0
WeMoSwitch,0,4,DT,0.963333333333333,0.949006988993872,0.921500721500722,0.949006988993872,0.934522510367269,0.869086581374591,0.032642841339111,0.0,0.032642841339111,0
WeMoSwitch,0,5,DT,0.97,0.966,0.932282003710575,0.966,0.948051948051948,0.896153846153846,0.030573606491089,0.0,0.030573606491089,0
WeMoSwitch,0,6,DT,0.963333333333333,0.945477307124573,0.933237629699624,0.945477307124573,0.939203006687669,0.878414973380248,0.030688762664795,0.0,0.030688762664795,0
WeMoSwitch,0,7,DT,0.965,0.936541579574535,0.939936215450036,0.936541579574535,0.938227723985783,0.876456053653371,0.030858039855957,0.0,0.030858039855957,0
WeMoSwitch,0,8,DT,0.965,0.926318885168763,0.93049685893775,0.926318885168763,0.928392409595417,0.856785633098431,0.029735088348389,0.001053094863892,0.03078818321228,0
WeMoSwitch,0,9,DT,0.97,0.947565385585737,0.939980158730159,0.947565385585737,0.94372068785826,0.88744372186093,0.031522512435913,0.0,0.031522512435913,0
WeMoSwitch,0,10,DT,0.975,0.955517430949176,0.958883966083569,0.955517430949176,0.957189948199837,0.914380303664523,0.034561634063721,0.0,0.034561634063721,0
